location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,verified,application_date,works_outside_US
"Dallas, TX",Texas,1.11,12,'existing paid',radio/tv,1484,0,?,2,'male mar/wid',?,1,'real estate',25,none,own,1,skilled,1,yes,no,Bad,?,07/19/1995,no
"Harris, TX",Texas,0,6,'existing paid',repairs,660,0,4<=X<7,2,'male mar/wid',none,4,'real estate',23,none,rent,1,'unskilled resident',1,none,yes,Bad,?,07/20/1995,yes
"Bexar, TX",Texas,0,24,'critical/other existing credit','new car',1287,0,>=7,4,'female div/dep/mar',none,4,'real estate',37,none,own,2,skilled,1,yes,no,Good,?,07/21/1995,no
"Norfolk, VA",Virginia,-862.49,42,'critical/other existing credit',repairs,3394,96.37,unemployed,4,'male single','co applicant',4,car,65,none,own,2,'unemp/unskilled non res',1,none,yes,Bad,?,07/22/1995,yes
"Richmond, VA",Virginia,8529.36,12,'all paid',business,609,65.35,<1,4,'female div/dep/mar',none,?,'real estate',26,none,own,1,'unemp/unskilled non res',1,none,yes,Bad,?,07/23/1995,yes
"Milwaukee, WI",Wisconsin,0,12,'existing paid','new car',1884,0,>=7,4,?,none,4,car,39,none,own,1,'high qualif/self emp/mgmt',1,?,Unknown,good,?,07/24/1995,Unknown
"Maricopa, AZ",Arizona,-3497.13,12,'existing paid',furniture/equipment,?,62.94,?,2,'female div/dep/mar','co applicant',3,?,30,none,own,1,skilled,?,none,yes,Bad,?,07/25/1995,yes
"Alameda, CA",California,105.82,20,'delayed previously',other,2629,51.43,1<=X<4,2,?,none,3,car,29,bank,own,2,skilled,1,yes,no,Good,?,07/26/1995,no
"Los Angeles, CA",California,0,12,'existing paid',education,719,0,>=7,4,'male single',none,4,car,41,bank,own,1,'unskilled resident',2,none,no,Bad,?,07/27/1995,no
"Los Angeles, CA",California,197.33,48,'critical/other existing credit',furniture/equipment,5096,66.53,1<=X<4,2,'female div/dep/mar',none,3,car,30,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,Bad,?,07/28/1995,yes
"Sacramento, CA",California,0,9,'critical/other existing credit',education,1244,0,>=7,4,'female div/dep/mar',none,4,'life insurance',?,none,rent,2,'unskilled resident',1,none,no,Good,?,07/29/1995,no
"San Diego, CA",California,-616.99,36,'existing paid','new car',1842,39.36,<1,4,'female div/dep/mar',none,4,car,34,none,own,1,skilled,1,yes,yes,Good,?,07/30/1995,yes
"San Francisco, CA",California,44.66,7,'existing paid',?,2576,70,1<=X<4,2,?,guarantor,2,'real estate',35,none,own,1,skilled,1,none,no,Bad,?,07/31/1995,no
District of Columbia,District of Columbia,4343.18,12,'existing paid',furniture/equipment,1424,0,>=7,3,'female div/dep/mar',none,4,'real estate',?,none,own,1,'high qualif/self emp/mgmt',?,?,yes,Good,?,08/01/1995,yes
"Chatham, GA",Georgia,61.71,?,'delayed previously',repairs,1512,5269.98,1<=X<4,3,?,none,3,'life insurance',61,stores,?,2,skilled,1,none,no,Good,?,08/02/1995,no
"De Kalb, GA",Georgia,0,36,'critical/other existing credit','used car',11054,0,1<=X<4,?,'male single',none,2,car,30,?,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad,?,08/03/1995,yes
"Fulton, GA",Georgia,0,?,'existing paid',radio/tv,518,0,1<=X<4,3,'female div/dep/mar',none,1,'real estate',29,none,own,1,skilled,1,none,yes,Good,?,08/04/1995,yes
"Cook, IL",Illinois,0,12,'no credits/all paid',furniture/equipment,2759,0,>=7,2,'male single',none,4,'life insurance',34,none,own,2,skilled,1,none,yes,good,?,08/05/1995,yes
"Marion, IN",Indiana,0,24,'existing paid','used car',2670,0,>=7,4,'male single',none,4,car,35,?,?,1,'high qualif/self emp/mgmt',?,yes,no,Good,?,08/06/1995,no
"Orleans, LA",Louisiana,-8908.17,24,'existing paid','new car',4817,50.51,4<=X<7,2,'male single','co applicant',3,'life insurance',31,none,own,1,skilled,1,yes,no,Good,?,08/07/1995,no
"Baltimore city, MD",Maryland,0,24,?,'used car',2679,0,<1,4,?,none,1,'no known property',29,none,own,1,'high qualif/self emp/mgmt',?,yes,yes,bad,?,08/08/1995,yes
"Wayne, MI",Michigan,-6832.38,11,'critical/other existing credit','new car',?,0,1<=X<4,2,'male single',none,2,'real estate',?,none,rent,2,skilled,2,none,yes,bad,?,08/09/1995,yes
"Jackson, MO",Missouri,-6919.2,12,'existing paid','used car',3386,33.9,>=7,?,'male single',none,4,'no known property',35,none,'for free',1,skilled,1,yes,no,Bad,?,08/10/1995,no
"St. Louis, MO",Missouri,-4746.34,6,'existing paid',?,343,39.12,<1,?,?,none,1,'real estate',27,none,own,1,skilled,1,?,yes,good,?,08/11/1995,yes
"Hinds, MS",Mississippi,0,18,'existing paid',radio/tv,4594,0,<1,3,'male single',none,2,car,32,none,own,1,skilled,1,yes,yes,Bad,?,08/12/1995,yes
"Mecklenburg, NC",North Carolina,-2858.08,36,'existing paid',furniture/equipment,3620,9.41,1<=X<4,1,'male single',guarantor,2,'life insurance',37,none,own,1,skilled,2,none,yes,Bad,?,08/13/1995,yes
"Camden, NJ",New Jersey,-8901.73,15,'existing paid','new car',?,0,<1,2,'male single',none,3,'real estate',36,none,own,?,skilled,1,none,yes,Good,?,08/14/1995,yes
"Essex, NJ",New Jersey,113.17,12,'existing paid',furniture/equipment,3017,0,<1,3,'female div/dep/mar',none,1,'real estate',34,none,rent,1,'high qualif/self emp/mgmt',1,none,yes,Good,?,08/15/1995,yes
"Clark, NV",Nevada,195.88,12,'existing paid',retraining,?,0,>=7,4,'male single',none,4,'life insurance',38,none,own,2,skilled,1,none,yes,Good,?,08/16/1995,yes
"New York, NY",New York,0,18,'existing paid',business,1950,0,4<=X<7,4,'male single',none,1,car,34,stores,own,2,skilled,1,yes,no,Good,?,08/17/1995,no
"Suffolk, NY",New York,-3581.55,24,'existing paid','used car',2924,25.66,1<=X<4,3,'male single',?,4,'no known property',63,bank,?,?,?,2,yes,no,Bad,?,08/18/1995,no
"Multnomah, OR",Oregon,-2336.07,24,'delayed previously',radio/tv,1659,92.06,<1,4,'female div/dep/mar',none,2,car,29,none,rent,1,'unskilled resident',1,yes,no,bad,?,08/19/1995,no
"Philadelphia, PA",Pennsylvania,0,48,'delayed previously',radio/tv,7238,0,>=7,3,'male single',none,3,car,32,?,own,2,?,2,none,yes,good,?,08/20/1995,yes
"Davidson, TN",Tennessee,0,?,?,business,2764,0,1<=X<4,2,'female div/dep/mar',none,2,car,26,none,own,?,skilled,1,yes,Unknown,good,?,08/21/1995,Unknown
"Shelby, TN",Tennessee,0,24,?,?,4679,0,4<=X<7,?,'male single',none,3,car,35,none,own,2,'unskilled resident',1,yes,yes,Good,?,08/22/1995,yes
"Travis, TX",Texas,46.31,24,'existing paid',radio/tv,?,324.97,<1,3,'male mar/wid',none,2,car,22,none,rent,1,skilled,1,yes,yes,Good,?,08/23/1995,yes
"Dallas, TX",Texas,-9963.11,?,'existing paid',education,448,37.26,<1,4,?,none,4,'life insurance',23,?,own,1,skilled,1,?,no,Good,?,08/24/1995,no
"Harris, TX",Texas,0,?,'existing paid','new car',654,0,1<=X<4,4,'male single',?,3,car,28,none,own,1,'unskilled resident',1,none,no,Good,?,08/25/1995,no
"Bexar, TX",Texas,0,6,'existing paid',retraining,1238,0,unemployed,4,?,none,?,'life insurance',36,none,own,1,'high qualif/self emp/mgmt',2,yes,no,bad,?,08/26/1995,no
"Milwaukee, WI",Wisconsin,0,18,'critical/other existing credit',radio/tv,1245,0,1<=X<4,4,'male mar/wid',none,?,car,33,none,?,1,skilled,1,none,no,Good,?,08/27/1995,no
"Maricopa, AZ",Arizona,-4938.47,18,'no credits/all paid',furniture/equipment,3114,28.84,<1,1,'female div/dep/mar',?,4,'life insurance',26,none,?,1,skilled,1,none,Unknown,Bad,?,08/28/1995,Unknown
"Alameda, CA",California,0,39,'existing paid','used car',2569,0,1<=X<4,4,'male single',none,4,car,?,none,own,1,skilled,1,none,yes,Good,?,08/29/1995,yes
"Los Angeles, CA",California,1525.11,24,'existing paid',radio/tv,5152,12.95,4<=X<7,4,'male single',none,?,car,25,bank,own,1,skilled,1,none,Unknown,Bad,?,08/30/1995,Unknown
"Sacramento, CA",California,137.94,12,'existing paid',business,1037,446.02,4<=X<7,3,'male single',none,4,'real estate',12334539,none,own,1,'unskilled resident',1,none,yes,good,?,08/31/1995,yes
"San Diego, CA",California,-1277.22,15,'critical/other existing credit',furniture/equipment,1478,0,>=7,4,'male single',?,4,car,?,none,own,2,skilled,2,yes,yes,bad,?,09/01/1995,yes
"San Francisco, CA",California,28.6,12,?,radio/tv,3573,0,1<=X<4,1,'female div/dep/mar',none,?,'real estate',23,none,own,1,'unskilled resident',?,none,yes,bad,?,09/02/1995,yes
"Fulton, GA",Georgia,35.33,24,'existing paid','new car',1201,98.3,<1,4,'male single',none,1,'life insurance',26,none,?,1,skilled,1,none,yes,Bad,?,09/03/1995,yes
"Cook, IL",Illinois,-429.47,30,'existing paid',furniture/equipment,3622,3227.17,?,4,?,?,4,?,57,none,rent,2,skilled,1,yes,no,Good,?,09/04/1995,no
"Marion, IN",Indiana,0,15,'delayed previously',furniture/equipment,960,0,4<=X<7,3,'female div/dep/mar',none,2,'life insurance',30,none,own,2,skilled,1,none,yes,bad,?,09/05/1995,yes
"Orleans, LA",Louisiana,0,12,'critical/other existing credit','new car',1163,0,1<=X<4,4,'male single',?,4,'real estate',44,none,own,1,skilled,1,?,Unknown,good,?,09/06/1995,Unknown
"Baltimore city, MD",Maryland,6.78,6,?,'new car',1209,78.37,unemployed,4,'male single',none,4,'life insurance',47,none,own,1,'high qualif/self emp/mgmt',1,yes,no,Good,?,09/07/1995,no
"Wayne, MI",Michigan,0,12,'existing paid',?,3077,0,1<=X<4,2,?,none,4,car,52,none,own,1,skilled,1,yes,yes,good,?,09/08/1995,yes
"St. Louis, MO",Missouri,0,?,?,?,3757,0,?,4,'female div/dep/mar','co applicant',?,'no known property',62,none,'for free',1,skilled,1,yes,no,Good,?,09/09/1995,no
"Camden, NJ",New Jersey,0,10,'existing paid',?,1418,0,1<=X<4,3,'male single',none,?,'real estate',35,none,rent,1,'unskilled resident',1,?,yes,bad,?,09/10/1995,yes
"Essex, NJ",New Jersey,0,6,'existing paid',?,3518,0,1<=X<4,2,'male single',guarantor,3,'life insurance',26,none,rent,1,skilled,1,none,no,Bad,?,09/11/1995,no
"Clark, NV",Nevada,0,12,'critical/other existing credit',radio/tv,1934,0,>=7,2,'male single',none,2,'no known property',?,none,own,2,skilled,1234556,none,yes,Good,?,09/12/1995,yes
"New York, NY",New York,156.83,?,?,business,8318,84.15,>=7,2,'female div/dep/mar',none,4,'no known property',?,none,'for free',2,'high qualif/self emp/mgmt',1,yes,no,Bad,?,09/13/1995,no
"Philadelphia, PA",Pennsylvania,0,6,'critical/other existing credit',radio/tv,1237,0,?,1,'female div/dep/mar',none,1,'life insurance',27,none,own,2,skilled,?,none,no,Good,?,09/14/1995,no
"Shelby, TN",Tennessee,19.96,6,'existing paid',radio/tv,368,0,?,4,?,none,4,'life insurance',38,none,own,1,skilled,1,none,yes,good,?,09/15/1995,yes
"Travis, TX",Texas,-9227.53,12,'critical/other existing credit','new car',2122,55.13,1<=X<4,3,'male single',none,2,'real estate',?,none,rent,2,'unskilled resident',2,none,no,good,?,09/16/1995,no
"Dallas, TX",Texas,-7638.04,24,'existing paid',furniture/equipment,2996,0,1<=X<4,2,'male mar/wid',?,4,car,20,none,own,1,skilled,1,none,no,bad,?,09/17/1995,no
"Harris, TX",Texas,180.86,?,'existing paid',furniture/equipment,9034,242.99,<1,4,'male single','co applicant',1,'no known property',29,none,rent,1,'high qualif/self emp/mgmt',1,yes,yes,Bad,?,09/18/1995,yes
"Bexar, TX",Texas,0,24,'critical/other existing credit',furniture/equipment,1585,0,4<=X<7,4,'male single',none,?,'life insurance',40,none,own,2,skilled,1,none,no,Good,?,09/19/1995,no
"Maricopa, AZ",Arizona,85.67,18,'existing paid',radio/tv,?,14.86,>=7,4,'male mar/wid',guarantor,2,'real estate',32,?,own,1,'unskilled resident',1,none,Unknown,Bad,?,09/20/1995,Unknown
"Alameda, CA",California,3311.7,6,'critical/other existing credit',?,1323,442.18,>=7,2,'male div/sep',none,4,car,28,?,own,2,skilled,2,yes,Unknown,Good,?,09/21/1995,Unknown
"Los Angeles, CA",California,-5229.05,24,?,'new car',3123,17.05,?,4,'female div/dep/mar',none,1,'life insurance',27,none,own,1,skilled,1,none,yes,Good,?,09/22/1995,yes
"San Francisco, CA",California,-5239,36,'existing paid','used car',5493,0,>=7,2,'male single',none,4,'no known property',42,none,'for free',?,skilled,2,none,no,Good,?,09/23/1995,no
"Fulton, GA",Georgia,6307.46,9,?,radio/tv,?,238.87,?,?,'male div/sep',none,4,?,49,none,own,1,skilled,?,none,no,bad,?,09/24/1995,no
"Cook, IL",Illinois,58.57,24,'critical/other existing credit',radio/tv,1216,354.18,<1,4,'male single',none,4,'no known property',38,bank,own,2,skilled,2,none,no,Bad,?,09/25/1995,no
"Marion, IN",Indiana,-7648.53,24,'existing paid','new car',1207,35.15,?,4,?,none,4,'life insurance',24,none,rent,?,skilled,1,none,yes,Good,?,09/26/1995,yes
"Orleans, LA",Louisiana,0,10,'existing paid','new car',1309,0,1<=X<4,4,'male single',guarantor,4,'life insurance',27,none,own,1,'unskilled resident',1,none,no,Good,?,09/27/1995,no
"Wayne, MI",Michigan,6026.68,15,'critical/other existing credit','used car',2360,651.95,1<=X<4,2,'male single',none,2,car,36,none,own,1,skilled,1,yes,no,good,?,09/28/1995,no
"St. Louis, MO",Missouri,131.74,15,'all paid','new car',?,207.23,unemployed,1,'male single',none,2,'life insurance',34,?,own,1,'high qualif/self emp/mgmt',2,yes,no,Bad,?,09/29/1995,no
"Camden, NJ",New Jersey,0,24,'existing paid',radio/tv,?,0,1<=X<4,4,?,none,2,'life insurance',28,?,?,1,?,1,none,no,Bad,?,09/30/1995,no
"Essex, NJ",New Jersey,0,39,'existing paid',?,8588,0,>=7,4,'male single',none,2,car,45,none,own,1,?,1,yes,no,Good,yes,10/01/1995,no
"Clark, NV",Nevada,-113.48,12,'existing paid','new car',759,0,4<=X<7,4,'male single',none,2,'real estate',26,none,own,1,skilled,1,none,yes,bad,?,10/02/1995,yes
"New York, NY",New York,0,36,'existing paid','used car',4686,0,1<=X<4,2,?,none,2,'no known property',?,none,'for free',?,'high qualif/self emp/mgmt',1,yes,no,Bad,?,10/03/1995,no
"Philadelphia, PA",Pennsylvania,7770.45,15,'existing paid',business,2687,49.54,?,2,'male single',none,4,'life insurance',26,?,rent,1,?,1,?,yes,Bad,?,10/04/1995,yes
"Shelby, TN",Tennessee,139.31,12,'delayed previously',radio/tv,585,55.52,1<=X<4,4,'male mar/wid','co applicant',4,'real estate',20,none,rent,2,skilled,1,?,yes,Good,?,10/05/1995,yes
"Dallas, TX",Texas,0,24,'existing paid','new car',?,0,<1,4,'male single',none,1,'life insurance',54,none,own,1,skilled,1,none,yes,Good,?,10/06/1995,yes
"Harris, TX",Texas,-1828.56,6,'critical/other existing credit','new car',609,0,4<=X<7,4,'female div/dep/mar',none,3,'life insurance',37,none,own,2,skilled,1,none,no,Bad,?,10/07/1995,no
"Bexar, TX",Texas,-8733.45,6,'critical/other existing credit','new car',1361,36.33,<1,2,'male single',none,4,'real estate',40,none,?,1,'unskilled resident',2,none,Unknown,Good,?,10/08/1995,Unknown
"Maricopa, AZ",Arizona,0,36,'critical/other existing credit',furniture/equipment,7127,0,<1,2,'female div/dep/mar',none,4,'life insurance',23,?,rent,2,skilled,1,yes,no,Bad,?,10/09/1995,no
"Alameda, CA",California,-2118.37,6,'existing paid','new car',1203,432.97,>=7,3,'male single',none,2,'life insurance',43,none,own,1,skilled,?,yes,no,Good,?,10/10/1995,no
"Los Angeles, CA",California,0,6,'critical/other existing credit',?,700,0,>=7,4,'male single',none,4,'no known property',36,none,'for free',2,skilled,1,none,Unknown,good,?,10/11/1995,Unknown
"San Francisco, CA",California,0,24,'critical/other existing credit',repairs,?,0,>=7,3,'male single',?,4,'no known property',44,none,'for free',2,skilled,1,none,yes,Good,?,10/12/1995,yes
"Fulton, GA",Georgia,-8455.84,?,'existing paid',radio/tv,3190,45.05,?,2,'female div/dep/mar',none,2,'real estate',24,none,own,1,skilled,1,none,yes,Bad,?,10/13/1995,yes
"Cook, IL",Illinois,-8255.57,48,'no credits/all paid',furniture/equipment,7119,97.02,1<=X<4,3,'male single',none,4,'no known property',?,none,'for free',?,skilled,2,none,yes,Good,?,10/14/1995,yes
"Marion, IN",Indiana,0,24,'existing paid',?,3488,0,4<=X<7,3,'female div/dep/mar',none,4,car,?,none,own,1,skilled,1,none,no,bad,?,10/15/1995,no
"Orleans, LA",Louisiana,1.57,?,'existing paid',radio/tv,1113,47.41,1<=X<4,4,?,guarantor,4,'real estate',26,none,own,1,'unskilled resident',?,none,yes,Bad,?,10/16/1995,yes
"Baltimore city, MD",Maryland,190.77,26,'existing paid','used car',7966,6.71,<1,2,'male single',none,3,?,30,none,own,2,skilled,1,none,Unknown,Good,?,10/17/1995,Unknown
"Wayne, MI",Michigan,0,15,'critical/other existing credit',education,1532,0,1<=X<4,4,'female div/dep/mar',none,3,car,31,?,own,1,?,1,none,yes,bad,?,10/18/1995,yes
"St. Louis, MO",Missouri,0,4,'critical/other existing credit',radio/tv,1503,0,4<=X<7,2,'male single',none,?,'real estate',42,none,own,2,?,2,none,no,Good,?,10/19/1995,no
"Essex, NJ",New Jersey,-9898.01,36,'existing paid',radio/tv,2302,10.58,1<=X<4,4,'male div/sep',none,4,car,5445631,none,rent,1,skilled,1,none,no,Bad,?,10/20/1995,no
"Clark, NV",Nevada,-1149.77,6,'existing paid','new car',662,32.76,<1,3,'male single',none,4,'real estate',41,none,own,1,?,2,yes,yes,good,?,10/21/1995,yes
"New York, NY",New York,17.19,36,'existing paid',education,2273,6.47,4<=X<7,3,'male single',none,1,?,32,none,own,2,skilled,2,none,no,Good,?,10/22/1995,no
"Philadelphia, PA",Pennsylvania,97.6,15,'existing paid','new car',2631,183.61,?,2,'female div/dep/mar',none,?,car,28,none,rent,2,skilled,1,yes,yes,Bad,?,10/23/1995,yes
"Shelby, TN",Tennessee,0,12,'delayed previously','used car',1503,0,1<=X<4,4,'male mar/wid',none,4,'real estate',41,none,rent,1,skilled,1,none,yes,Good,?,10/24/1995,yes
"Dallas, TX",Texas,0,24,'existing paid',radio/tv,1311,0,4<=X<7,4,'male mar/wid',none,3,'life insurance',26,none,own,1,skilled,1,yes,Unknown,Good,?,10/25/1995,Unknown
"Harris, TX",Texas,0,24,'existing paid',radio/tv,3105,0,<1,4,'male single',none,2,car,25,none,own,2,skilled,1,none,no,Bad,?,10/26/1995,no
"Bexar, TX",Texas,6101.43,21,'critical/other existing credit',education,2319,1.47,<1,2,'male div/sep',none,1,?,33,none,rent,1,skilled,1,none,no,bad,?,10/27/1995,no
"Bexar, TX",Texas,-114.64,6,'existing paid','new car',1374,0,unemployed,?,'female div/dep/mar',none,?,'life insurance',75,?,own,1,'high qualif/self emp/mgmt',1,?,no,Bad,?,10/28/1995,no
"Los Angeles, CA",California,125.78,18,'critical/other existing credit',furniture/equipment,3612,28.3,>=7,3,'female div/dep/mar',none,4,'life insurance',?,none,?,1,skilled,1,yes,yes,Good,?,10/29/1995,yes
"San Francisco, CA",California,-8788.57,48,?,'new car',7763,30.91,>=7,4,'male single',none,4,'no known property',42,bank,'for free',1,'high qualif/self emp/mgmt',1,none,Unknown,Bad,?,10/30/1995,Unknown
"Fulton, GA",Georgia,2754.09,18,'existing paid',furniture/equipment,3049,30.99,<1,1,'female div/dep/mar',none,1,'life insurance',45,stores,own,1,'unskilled resident',1,none,yes,Bad,?,10/31/1995,yes
"Cook, IL",Illinois,137.2,12,'existing paid',radio/tv,1534,4.99,<1,1,'male mar/wid',none,1,'real estate',23,none,rent,?,skilled,1,none,no,Good,?,11/01/1995,no
"Marion, IN",Indiana,0,24,'delayed previously','new car',2032,0,>=7,4,'male single',none,4,'no known property',60,none,'for free',2,?,1,yes,no,good,?,11/02/1995,no
"Orleans, LA",Louisiana,-4007.13,30,'existing paid',furniture/equipment,6350,0,>=7,4,'male single',none,4,'life insurance',31,none,own,1,skilled,1,none,no,Good,?,11/03/1995,no
"Baltimore city, MD",Maryland,9351.05,18,'existing paid',furniture/equipment,2864,18.37,1<=X<4,2,'male single',none,1,?,34,none,own,1,'unskilled resident',2,none,no,bad,?,11/04/1995,no
"Wayne, MI",Michigan,0,12,'critical/other existing credit','new car',1255,0,>=7,4,'male single',none,4,'real estate',61,none,own,2,'unskilled resident',1,?,no,bad,?,11/05/1995,no
"Kansas City, MO",Missouri,-643.65,24,'delayed previously','new car',1333,27.22,unemployed,4,'male single',none,2,'real estate',43,none,'for free',2,skilled,2,none,yes,Good,?,11/06/1995,yes
"Essex, NJ",New Jersey,0,?,'critical/other existing credit','new car',2022,0,1<=X<4,4,'female div/dep/mar',none,4,car,37,none,own,1,skilled,1,yes,Unknown,bad,?,11/07/1995,Unknown
"Clark, NV",Nevada,0,24,'existing paid',radio/tv,1552,0,4<=X<7,?,'male single',?,1,car,32,bank,own,1,skilled,2,none,no,bad,?,11/08/1995,no
"New York, NY",New York,0,12,'all paid',radio/tv,626,0,1<=X<4,4,'female div/dep/mar',none,?,'real estate',24,bank,own,1,'unskilled resident',1,none,yes,Bad,?,11/09/1995,yes
"Philadelphia, PA",Pennsylvania,0,48,'critical/other existing credit','used car',8858,0,4<=X<7,2,'male single',none,1,'no known property',35,none,'for free',2,?,1,yes,no,good,?,11/10/1995,no
"Dallas, TX",Texas,0,12,'critical/other existing credit',?,996,0,4<=X<7,4,'female div/dep/mar',none,4,'real estate',23,none,?,2,skilled,1,none,no,good,?,11/11/1995,no
"Harris, TX",Texas,0,6,'all paid',radio/tv,1750,0,>=7,2,'male single',none,4,'life insurance',45,bank,own,1,'unskilled resident',2,none,Unknown,good,?,11/12/1995,Unknown
"Bexar, TX",Texas,-8206.97,48,'existing paid',radio/tv,?,36.37,4<=X<7,1,'male mar/wid',guarantor,1,'real estate',?,none,own,2,skilled,1,yes,yes,bad,?,11/13/1995,yes
"Los Angeles, CA",California,187.52,12,'critical/other existing credit',?,1995,214.45,<1,4,'male single',none,1,car,27,?,own,1,skilled,1,none,Unknown,good,?,11/14/1995,Unknown
"San Francisco, CA",California,104.1,9,'existing paid',education,1199,90.98,4<=X<7,4,'female div/dep/mar',none,4,'life insurance',67,none,own,2,'high qualif/self emp/mgmt',1,yes,yes,Bad,?,11/15/1995,yes
"Cook, IL",Illinois,32.01,12,?,radio/tv,1331,3.87,<1,2,'male single',none,1,car,22,stores,own,1,skilled,1,none,yes,Bad,?,11/16/1995,yes
"Marion, IN",Indiana,4.96,18,'no credits/all paid','new car',2278,245.49,?,3,'female div/dep/mar',none,3,car,28,none,own,2,skilled,1,none,yes,Good,?,11/17/1995,yes
"Orleans, LA",Louisiana,0,21,'no credits/all paid','new car',?,0,1<=X<4,1,'female div/dep/mar',none,4,'life insurance',29,bank,own,2,skilled,1,?,no,Good,?,11/18/1995,no
"Baltimore city, MD",Maryland,-7703.31,24,'all paid',furniture/equipment,3552,34.27,4<=X<7,3,'male single',none,4,?,27,bank,own,1,skilled,1,none,yes,Good,?,11/19/1995,yes
"Wayne, MI",Michigan,150.22,18,'critical/other existing credit',furniture/equipment,1928,98.59,<1,?,'male single',none,?,'real estate',31,none,own,2,'unskilled resident',1,none,no,good,?,11/20/1995,no
"Kansas City, MO",Missouri,-6115.25,24,?,'used car',2964,0,>=7,4,'male single',none,?,'no known property',49,bank,'for free',1,skilled,2,yes,yes,Good,?,11/21/1995,yes
"Essex, NJ",New Jersey,-565.62,24,?,?,1546,34.47,4<=X<7,4,'male single',guarantor,4,car,24,bank,rent,1,?,1,none,yes,Good,?,11/22/1995,yes
"Clark, NV",Nevada,2165.21,6,'delayed previously',radio/tv,683,76.88,<1,2,'female div/dep/mar',none,1,'life insurance',29,bank,own,1,skilled,1,none,no,Good,?,11/23/1995,no
"New York, NY",New York,16.83,36,'existing paid','new car',12389,0,1<=X<4,1,'male single',none,4,'no known property',37,none,'for free',1,skilled,1,yes,no,bad,?,11/24/1995,no
"Philadelphia, PA",Pennsylvania,45.62,?,'delayed previously',business,4712,0,1<=X<4,4,'male single',?,2,'life insurance',37,?,own,2,'high qualif/self emp/mgmt',1,yes,no,Good,?,11/25/1995,no
"Dallas, TX",Texas,105.1,24,'delayed previously',radio/tv,1553,427.25,4<=X<7,3,'female div/dep/mar',none,2,'life insurance',23,none,rent,2,skilled,1,yes,yes,Good,?,11/26/1995,yes
"Harris, TX",Texas,-4731.97,12,'existing paid','new car',1372,73.59,?,2,'male div/sep',?,?,?,36,none,own,1,skilled,1,none,no,Good,?,11/27/1995,no
"Bexar, TX",Texas,0,24,'critical/other existing credit',radio/tv,?,0,>=7,2,'male single',none,2,car,34,none,own,1,skilled,1,none,no,Good,?,11/28/1995,no
"Los Angeles, CA",California,141.77,48,'existing paid',?,3979,0,4<=X<7,4,'male single',?,1,car,41,none,own,2,skilled,2,yes,yes,good,?,11/29/1995,yes
"Cook, IL",Illinois,-8505.01,48,'existing paid',radio/tv,6758,79.62,1<=X<4,3,'female div/dep/mar',none,2,car,31,none,own,1,skilled,1,yes,no,Good,?,11/30/1995,no
"Baltimore city, MD",Maryland,-1076.42,?,'existing paid',furniture/equipment,3234,32.53,?,4,?,?,4,'real estate',23,none,rent,1,'unskilled resident',1,yes,no,Good,?,12/01/1995,no
"Wayne, MI",Michigan,0,30,?,radio/tv,5954,0,4<=X<7,?,'male single','co applicant',2,car,38,none,own,1,skilled,1,?,Unknown,good,?,12/02/1995,Unknown
"St. Louis, MO",Missouri,0,?,'existing paid','used car',5433,0,unemployed,2,'female div/dep/mar',none,?,'life insurance',26,none,rent,1,'high qualif/self emp/mgmt',1,yes,no,Good,?,12/03/1995,no
"Clark, NV",Nevada,-7798.75,?,'existing paid',?,806,56.13,1<=X<4,4,'female div/dep/mar',none,4,'life insurance',?,none,?,1,?,1,none,no,Good,?,12/04/1995,no
"New York, NY",New York,34.86,9,'existing paid',radio/tv,1082,75.33,>=7,4,'male single',none,4,?,?,none,own,2,'unskilled resident',1,none,no,Bad,?,12/05/1995,no
"Philadelphia, PA",Pennsylvania,0,15,'critical/other existing credit',furniture/equipment,2788,0,4<=X<7,2,'female div/dep/mar','co applicant',3,?,24,bank,own,2,skilled,1,none,yes,Good,?,12/06/1995,yes
"Dallas, TX",Texas,177.2,12,'existing paid',radio/tv,2930,85.34,4<=X<7,2,'female div/dep/mar',none,1,'real estate',27,none,own,1,skilled,1,none,no,bad,?,12/07/1995,no
"Harris, TX",Texas,0,24,'critical/other existing credit',education,1927,0,1<=X<4,3,'female div/dep/mar',none,2,car,33,none,?,2,skilled,1,yes,yes,good,?,12/08/1995,yes
"Bexar, TX",Texas,198.94,36,'critical/other existing credit','new car',2820,19.45,<1,?,'male div/sep',none,?,?,27,none,own,2,skilled,1,none,yes,Good,?,12/09/1995,yes
"Los Angeles, CA",California,0,24,'existing paid',?,937,0,<1,4,'male mar/wid',none,?,car,?,none,own,2,'unskilled resident',?,none,no,Bad,?,12/10/1995,no
"Cook, IL",Illinois,15.62,?,'critical/other existing credit','new car',1056,14.8,>=7,3,'male single',guarantor,3,'real estate',30,bank,own,2,skilled,1,?,yes,good,?,12/11/1995,yes
"Baltimore city, MD",Maryland,11.12,12,'critical/other existing credit','new car',3124,52.67,?,1,'male single',none,3,'real estate',49,bank,own,2,?,2,none,no,bad,?,12/12/1995,no
