@relation cleaned_credit-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R1

@attribute checking_amt numeric
@attribute duration numeric
@attribute credit_history {'critical/other existing credit','existing paid','delayed previously','no credit history','no credits/all paid','all paid'}
@attribute purpose {radio/tv,education,furniture/equipment,Unknown,'used car','new car',business,'domestic appliance',repairs,other,retraining}
@attribute credit_amount numeric
@attribute savings numeric
@attribute employment {>=7,1<=X<4,4<=X<7,Unknown,unemployed,<1}
@attribute installment_commitment numeric
@attribute personal_status {'male single','female div/dep/mar','male div/sep','male mar/wid',Unknown}
@attribute other_parties {none,Unknown,guarantor,'co applicant'}
@attribute residence_since numeric
@attribute property_magnitude {'real estate',Other,'life insurance','no known property',car}
@attribute age numeric
@attribute other_payment_plans {none,Other,bank,stores}
@attribute housing {own,Other,'for free',rent}
@attribute existing_credits numeric
@attribute job {skilled,'unskilled resident','high qualif/self emp/mgmt',Other,'unemp/unskilled non res'}
@attribute own_telephone {yes,none,no}
@attribute foreign_worker {no,yes,Unknown}
@attribute class {Bad,Good}

@data
-8505.01,48,'existing paid',radio/tv,6758,79.62,1<=X<4,3,'female div/dep/mar',none,2,car,31,none,own,1,skilled,yes,no,Good
-1076.42,20,'existing paid',furniture/equipment,3234,32.53,Unknown,4,Unknown,Unknown,4,'real estate',23,none,rent,1,'unskilled resident',yes,no,Good
0,30,'no credit history',radio/tv,5954,0,4<=X<7,0,'male single','co applicant',2,car,38,none,own,1,skilled,no,Unknown,Good
0,20,'existing paid','used car',5433,0,unemployed,2,'female div/dep/mar',none,0,'life insurance',26,none,rent,1,'high qualif/self emp/mgmt',yes,no,Good
-7798.75,20,'existing paid',Unknown,806,56.13,1<=X<4,4,'female div/dep/mar',none,4,'life insurance',31,none,Other,1,Other,none,no,Good
34.86,9,'existing paid',radio/tv,1082,75.33,>=7,4,'male single',none,4,Other,31,none,own,2,'unskilled resident',none,no,Bad
0,15,'critical/other existing credit',furniture/equipment,2788,0,4<=X<7,2,'female div/dep/mar','co applicant',3,Other,24,bank,own,2,skilled,none,yes,Good
177.2,12,'existing paid',radio/tv,2930,85.34,4<=X<7,2,'female div/dep/mar',none,1,'real estate',27,none,own,1,skilled,none,no,Bad
0,24,'critical/other existing credit',education,1927,0,1<=X<4,3,'female div/dep/mar',none,2,car,33,none,Other,2,skilled,yes,yes,Good
198.94,36,'critical/other existing credit','new car',2820,19.45,<1,0,'male div/sep',none,0,Other,27,none,own,2,skilled,none,yes,Good
0,24,'existing paid',Unknown,937,0,<1,4,'male mar/wid',none,0,car,31,none,own,2,'unskilled resident',none,no,Bad
15.62,20,'critical/other existing credit','new car',1056,14.8,>=7,3,'male single',guarantor,3,'real estate',30,bank,own,2,skilled,no,yes,Good
11.12,12,'critical/other existing credit','new car',3124,52.67,Unknown,1,'male single',none,3,'real estate',49,bank,own,2,Other,none,no,Bad
0,9,'existing paid',furniture/equipment,1388,0,1<=X<4,4,'female div/dep/mar',none,2,'real estate',26,none,rent,1,skilled,none,yes,Good
158.08,36,'existing paid',repairs,2384,59.98,<1,4,'male single',none,1,'no known property',33,none,rent,1,'unskilled resident',none,no,Good
0,12,'existing paid','new car',2133,0,>=7,4,'female div/dep/mar',none,4,'no known property',52,none,'for free',1,'high qualif/self emp/mgmt',yes,no,Bad
-7660.79,18,'existing paid',furniture/equipment,2039,66.73,1<=X<4,1,'female div/dep/mar',none,4,Other,20,bank,rent,1,skilled,none,yes,Bad
-2109.83,9,'critical/other existing credit','new car',2799,52.78,1<=X<4,2,'male single',none,2,'real estate',36,none,rent,2,skilled,none,yes,Good
-8493.58,12,'existing paid',furniture/equipment,1289,33.14,1<=X<4,4,'male single',Unknown,1,'life insurance',21,none,own,1,'unskilled resident',none,no,Bad
-4419.02,20,'existing paid','domestic appliance',1217,0,1<=X<4,4,'male mar/wid',none,0,'real estate',47,none,own,1,'unskilled resident',yes,no,Bad
-7550.63,12,'critical/other existing credit',furniture/equipment,2246,2.68,>=7,0,'male single',none,3,'life insurance',60,none,own,2,skilled,none,yes,Good
-7837.91,12,'critical/other existing credit',radio/tv,3234,72.73,4<=X<7,4,'female div/dep/mar',none,3,'real estate',58,none,own,4,'unskilled resident',yes,no,Bad
23.86,20,'delayed previously','new car',1965,0,1<=X<4,4,Unknown,none,4,car,31,none,Other,2,skilled,yes,no,Good
0,21,'existing paid',business,3234,0,>=7,4,'female div/dep/mar',none,4,'real estate',36,bank,own,1,'unskilled resident',no,no,Good
51.5,24,'existing paid','new car',2718,64.05,1<=X<4,3,'female div/dep/mar',none,4,'life insurance',20,none,Other,0,'unskilled resident',yes,yes,Bad
-6474.5,24,'all paid',other,1358,0,>=7,0,'male single',none,3,car,40,stores,own,1,'high qualif/self emp/mgmt',yes,yes,Good
137.68,6,'no credit history','new car',931,324.58,<1,1,'female div/dep/mar',none,1,'life insurance',32,stores,own,1,Other,none,yes,Good
-7808.18,24,'existing paid','new car',1442,25.48,Unknown,4,'female div/dep/mar',none,0,car,23,none,rent,2,skilled,none,yes,Good
100.19,24,'no credits/all paid',business,4241,13.53,1<=X<4,1,'male single',none,4,'real estate',36,none,own,3,'unskilled resident',yes,no,Good
0,18,'critical/other existing credit','new car',3234,0,4<=X<7,2,'male single',none,2,'life insurance',31,bank,own,2,Other,none,no,Bad
0,24,'delayed previously',business,3863,0,1<=X<4,1,'male single',none,0,'no known property',32,none,'for free',1,Other,no,no,Bad
141.17,7,'existing paid',Unknown,2329,76.66,<1,1,'female div/dep/mar',guarantor,1,'real estate',45,none,Other,1,skilled,none,yes,Good
48.14,9,'existing paid',Unknown,918,84.97,Unknown,4,'female div/dep/mar',none,0,'life insurance',31,none,own,1,skilled,none,no,Bad
10.4,24,'all paid',education,1837,53.92,4<=X<7,4,'female div/dep/mar',none,4,'no known property',34,bank,'for free',1,'unskilled resident',none,yes,Good
0,36,'existing paid',furniture/equipment,3349,0,1<=X<4,4,'female div/dep/mar',none,2,car,28,none,Other,1,'high qualif/self emp/mgmt',yes,yes,Good
1789.83,10,'existing paid',furniture/equipment,1275,58.68,<1,4,Unknown,none,2,'life insurance',23,none,own,1,Other,none,yes,Good
-4763.99,24,'all paid',furniture/equipment,3234,776.87,1<=X<4,0,'male single',none,4,'real estate',22,stores,own,1,skilled,yes,yes,Good
0,24,'critical/other existing credit',business,4526,0,1<=X<4,3,'male single',Unknown,2,'real estate',74,none,own,1,Other,yes,Unknown,Good
168.77,36,'existing paid',Unknown,2671,0,Unknown,4,'female div/dep/mar',Unknown,4,'no known property',50,Other,'for free',1,skilled,no,yes,Good
0,20,'existing paid',radio/tv,3234,0,<1,4,'male single',none,1,'real estate',33,none,own,1,skilled,none,no,Bad
0,15,'existing paid','used car',1300,0,>=7,4,'male single',none,4,'no known property',45,bank,'for free',1,skilled,none,no,Good
-6772.88,12,'existing paid','domestic appliance',741,280.59,unemployed,0,'female div/dep/mar',none,3,'life insurance',22,none,Other,1,skilled,none,no,Good
3206.06,20,'existing paid','new car',1240,191.82,Unknown,1,'female div/dep/mar',none,4,'no known property',31,Other,'for free',1,'unskilled resident',none,yes,Good
-1041.19,21,'existing paid',radio/tv,3357,8629.45,<1,4,'female div/dep/mar',none,2,car,29,bank,Other,1,skilled,none,yes,Good
-2735.83,24,'all paid','used car',3632,58.25,1<=X<4,1,'female div/dep/mar',guarantor,4,car,22,bank,rent,1,Other,none,no,Good
0,18,'delayed previously',furniture/equipment,1808,0,4<=X<7,4,'female div/dep/mar',none,1,'real estate',31,none,own,1,skilled,none,yes,Bad
141.49,48,'no credits/all paid',business,12204,0,1<=X<4,2,'male single',none,2,car,48,Other,own,1,'high qualif/self emp/mgmt',no,no,Good
162.45,60,'delayed previously',radio/tv,3234,0,1<=X<4,2,Unknown,none,2,'no known property',27,none,'for free',1,'high qualif/self emp/mgmt',none,Unknown,Bad
-3041.24,6,'critical/other existing credit','new car',3676,29.16,1<=X<4,1,Unknown,none,3,'real estate',37,none,rent,3,skilled,none,no,Good
132.49,30,'existing paid',furniture/equipment,3441,0,1<=X<4,0,'female div/dep/mar','co applicant',4,car,21,none,rent,1,skilled,none,no,Good
0,12,'existing paid','new car',640,0,1<=X<4,0,'male div/sep',none,2,'real estate',49,none,own,1,'unskilled resident',none,yes,Bad
19.98,21,'critical/other existing credit',business,3652,51.81,4<=X<7,2,'male single',none,3,'life insurance',27,Other,own,2,skilled,none,yes,Good
0,18,'critical/other existing credit','new car',1530,0,1<=X<4,3,'male single',none,2,'life insurance',32,bank,own,2,skilled,none,no,Good
0,48,'existing paid',business,3914,0,1<=X<4,4,'male div/sep',none,2,'real estate',38,bank,own,1,skilled,none,yes,Bad
-5290.04,12,'existing paid',furniture/equipment,3234,60.63,<1,4,'female div/dep/mar',none,1,car,22,none,Other,1,skilled,none,no,Good
-663.09,18,'existing paid',radio/tv,2600,20.07,1<=X<4,4,'male single',none,4,'no known property',65,none,'for free',2,skilled,none,no,Good
0,15,'existing paid',radio/tv,1979,0,>=7,4,'male single',Unknown,2,car,35,none,own,1,skilled,none,yes,Bad
7470.59,6,'no credit history',furniture/equipment,3234,28.02,1<=X<4,2,Unknown,none,2,'real estate',41,none,Other,1,skilled,no,yes,Bad
0,9,'all paid','new car',1437,0,4<=X<7,2,'male single',none,3,'no known property',29,none,own,1,Other,none,yes,Bad
0,42,'critical/other existing credit',furniture/equipment,4042,0,1<=X<4,4,'male single',none,4,'real estate',36,none,own,2,skilled,yes,no,Bad
0,9,'existing paid',education,3832,0,>=7,1,'male single',none,4,'real estate',64,none,own,1,'unskilled resident',no,no,Bad
-1681.76,20,'existing paid',radio/tv,3660,89.73,1<=X<4,2,'female div/dep/mar',none,4,car,28,none,own,1,skilled,none,yes,Bad
-5831.23,18,'all paid',furniture/equipment,3234,77.99,1<=X<4,4,'male single',Unknown,3,car,44,Other,own,0,skilled,none,yes,Good
41.2,15,'existing paid',radio/tv,3234,0,<1,4,'male single',none,0,'life insurance',23,none,own,1,skilled,none,Unknown,Bad
0,9,'existing paid',furniture/equipment,1980,0,<1,2,'female div/dep/mar','co applicant',2,car,19,none,rent,2,skilled,none,no,Good
184.6,24,'existing paid','new car',1355,30.24,<1,3,'female div/dep/mar',none,0,car,25,none,own,1,'unskilled resident',yes,yes,Bad
0,12,'existing paid',education,1393,0,>=7,4,'male single',none,4,'life insurance',47,bank,Other,3,skilled,yes,yes,Bad
0,24,'existing paid',radio/tv,1376,0,4<=X<7,4,'female div/dep/mar',none,1,Other,31,none,own,1,skilled,none,yes,Bad
0,60,'delayed previously',radio/tv,15653,0,4<=X<7,2,Unknown,none,4,Other,21,none,own,2,skilled,yes,no,Bad
0,12,'existing paid',radio/tv,1493,0,<1,0,'female div/dep/mar',none,3,car,31,none,own,1,skilled,none,yes,Bad
-583.41,42,'delayed previously',radio/tv,4370,96.22,4<=X<7,3,'male single',none,2,'life insurance',26,bank,own,2,skilled,yes,yes,Bad
-2290.21,18,'existing paid',education,750,65.14,unemployed,4,'female div/dep/mar',none,1,'real estate',27,none,own,1,'unemp/unskilled non res',no,yes,Good
72.58,15,'existing paid',repairs,1308,76.14,>=7,4,Unknown,none,4,car,38,none,own,2,'unskilled resident',none,yes,Good
0,15,'existing paid',education,4623,0,1<=X<4,3,'male single',none,2,'life insurance',40,none,own,1,'high qualif/self emp/mgmt',yes,yes,Good
0,20,'critical/other existing credit',radio/tv,1851,0,4<=X<7,4,'male mar/wid',guarantor,2,car,33,none,own,2,skilled,yes,no,Good
-4262.11,18,'critical/other existing credit',radio/tv,1880,86.87,Unknown,4,'male mar/wid',none,0,'life insurance',32,none,own,2,'high qualif/self emp/mgmt',yes,yes,Bad
0,36,'delayed previously',Unknown,7980,0,<1,4,'male single',none,4,car,27,none,rent,2,skilled,yes,yes,Good
-9608.79,30,'no credit history',Unknown,4583,89.41,1<=X<4,2,'male div/sep',guarantor,0,'real estate',32,none,Other,2,skilled,none,yes,Good
0,12,'existing paid','new car',1386,0,1<=X<4,2,'female div/dep/mar',none,2,'life insurance',31,none,own,1,skilled,no,yes,Good
5218.31,24,'existing paid','new car',3234,99.04,4<=X<7,4,'male single',none,3,'no known property',38,bank,'for free',0,Other,none,no,Good
-9112.68,12,'existing paid',education,684,98.28,1<=X<4,4,'male single',none,4,Other,40,none,rent,1,'unskilled resident',none,no,Bad
-2145.27,48,'existing paid',education,7476,31.97,4<=X<7,4,'male single',none,1,'no known property',50,none,'for free',1,Other,yes,yes,Good
67.5,12,'existing paid',furniture/equipment,1922,94.12,1<=X<4,4,'male single',none,2,'life insurance',37,none,own,1,'unskilled resident',none,no,Bad
-5275.22,24,'existing paid',Unknown,2303,75.09,>=7,4,'male single','co applicant',1,'real estate',45,none,own,1,skilled,none,yes,Good
99.84,36,'delayed previously','new car',8086,125.55,>=7,0,'male single',none,4,car,42,none,own,4,'high qualif/self emp/mgmt',yes,yes,Bad
0,24,'critical/other existing credit','used car',2346,0,4<=X<7,4,'male single',Unknown,3,car,35,none,Other,2,Other,yes,no,Good
0,14,'existing paid',Unknown,3973,0,unemployed,1,'male single',none,4,'no known property',31,none,'for free',1,skilled,none,yes,Good
79.58,12,'existing paid','new car',888,10.02,>=7,4,'male single',none,4,car,41,bank,own,1,'unskilled resident',none,yes,Good
0,48,'existing paid',Unknown,10222,0,4<=X<7,4,'male single',none,3,car,37,stores,own,1,skilled,yes,Unknown,Good
43.97,30,'no credit history',business,4221,80.29,Unknown,2,'female div/dep/mar',Unknown,1,car,28,none,own,2,skilled,none,yes,Bad
0,18,'critical/other existing credit',furniture/equipment,6361,0,>=7,2,'male single',none,1,'no known property',41,none,own,1,skilled,yes,no,Good
5584.53,12,'existing paid',radio/tv,1297,15.37,1<=X<4,3,'male mar/wid',none,4,'real estate',23,none,rent,1,skilled,none,yes,Good
-6047.48,12,'existing paid','new car',900,0,1<=X<4,4,'male mar/wid',none,2,car,23,none,own,1,skilled,no,no,Good
0,21,'existing paid',furniture/equipment,2241,0,>=7,4,'male single',none,2,Other,31,none,own,2,skilled,none,no,Bad
186.02,6,'delayed previously',furniture/equipment,1050,90.78,unemployed,4,'male single',none,1,'life insurance',35,stores,own,2,'high qualif/self emp/mgmt',yes,no,Bad
2609.44,6,'critical/other existing credit',education,3234,8.9,1<=X<4,2,'female div/dep/mar',none,0,'life insurance',50,none,own,1,'unskilled resident',none,yes,Good
0,24,'critical/other existing credit',other,3234,0,unemployed,4,'male single','co applicant',0,'no known property',31,bank,own,0,'high qualif/self emp/mgmt',yes,yes,Bad
152.49,30,'all paid',furniture/equipment,3496,8297.56,1<=X<4,4,'male single',none,2,Other,34,stores,own,1,skilled,yes,no,Good
0,48,'all paid',business,3609,0,1<=X<4,1,'female div/dep/mar',none,0,'real estate',31,stores,own,1,skilled,none,yes,Good
-746.1,12,'critical/other existing credit','new car',4843,14.57,>=7,3,'male single','co applicant',4,'life insurance',43,none,rent,0,skilled,yes,Unknown,Bad
5885.96,30,'critical/other existing credit',radio/tv,3017,3.8,>=7,0,'male single',Unknown,4,'life insurance',47,none,own,1,skilled,none,no,Bad
0,24,'critical/other existing credit',business,4139,0,1<=X<4,3,'male single',none,3,'life insurance',27,none,own,0,'unskilled resident',yes,no,Bad
0,36,'existing paid',business,5742,0,4<=X<7,0,'male single',Unknown,0,car,31,none,own,2,skilled,no,yes,Bad
0,60,'existing paid','new car',10366,0,>=7,2,'male single',none,4,'life insurance',42,none,own,1,Other,yes,no,Good
0,6,'critical/other existing credit','new car',2080,0,1<=X<4,1,'male mar/wid',none,2,car,24,Other,own,0,skilled,none,no,Bad
0,21,'delayed previously',business,2580,0,<1,4,'male single',none,2,Other,41,bank,own,1,'unskilled resident',no,no,Bad
0,30,'critical/other existing credit',radio/tv,4530,0,Unknown,4,'female div/dep/mar',none,4,car,26,none,Other,1,'high qualif/self emp/mgmt',yes,Unknown,Bad
0,24,'critical/other existing credit',furniture/equipment,5150,0,>=7,4,Unknown,none,4,car,33,none,own,1,skilled,yes,yes,Good
31.31,72,'existing paid',radio/tv,5595,309.29,1<=X<4,2,'male mar/wid',none,2,car,24,none,own,1,skilled,none,Unknown,Good
-5102.86,24,'existing paid',radio/tv,2384,93.62,Unknown,4,'male single',none,4,'real estate',64,bank,rent,0,'unskilled resident',none,Unknown,Good
0,18,'existing paid',radio/tv,1453,0,<1,3,'female div/dep/mar',none,1,Other,31,none,own,1,skilled,no,Unknown,Good
0,6,'existing paid',education,1538,0,<1,1,'female div/dep/mar',none,2,'no known property',56,none,own,1,Other,none,yes,Good
0,12,'existing paid',radio/tv,2279,0,1<=X<4,4,'male single',Unknown,4,'no known property',37,none,'for free',1,skilled,no,yes,Good
0,15,'delayed previously',radio/tv,1478,0,Unknown,0,'male mar/wid',none,3,'real estate',33,bank,own,2,skilled,none,no,Bad
0,24,'critical/other existing credit',radio/tv,5103,0,<1,0,'male mar/wid',Unknown,3,Other,47,none,'for free',3,skilled,yes,no,Bad
118.46,36,'no credit history',business,9857,159.43,4<=X<7,1,'male single',none,3,'life insurance',31,Other,own,2,'unskilled resident',yes,no,Good
0,60,'existing paid','new car',6527,0,1<=X<4,4,'male single',Unknown,4,'no known property',34,none,'for free',1,skilled,yes,yes,Bad
4535.68,10,'critical/other existing credit',radio/tv,1347,0,4<=X<7,4,'male single',none,2,'life insurance',27,none,Other,2,skilled,yes,yes,Bad
165.23,36,'delayed previously','new car',2862,189.81,>=7,4,'male single',none,3,'no known property',30,none,'for free',1,skilled,none,yes,Good
0,9,'existing paid',radio/tv,2753,0,>=7,3,Unknown,'co applicant',4,Other,35,none,own,1,skilled,no,no,Good
-925.22,12,'existing paid','new car',3651,3414.88,1<=X<4,1,'male single',none,3,'life insurance',31,none,own,1,Other,none,no,Good
0,15,'critical/other existing credit',furniture/equipment,975,0,1<=X<4,2,'male div/sep',none,3,'life insurance',25,none,Other,2,skilled,none,yes,Good
99.58,15,'existing paid',repairs,2631,271.2,1<=X<4,0,'female div/dep/mar',none,2,'real estate',25,none,own,1,Other,none,yes,Good
78.73,24,'existing paid',radio/tv,2896,184.01,<1,2,'male single',none,1,car,29,none,own,1,Other,none,no,Good
-1364.07,6,'critical/other existing credit','new car',4716,0,<1,1,'male single',Unknown,3,'real estate',44,none,own,2,'unskilled resident',none,no,Good
0,24,'existing paid',radio/tv,2284,0,4<=X<7,4,'male single',none,2,car,28,none,own,1,skilled,yes,no,Good
0,6,'existing paid','used car',3234,0,1<=X<4,2,'male single',none,4,'life insurance',50,none,rent,1,skilled,none,yes,Good
24.28,12,'existing paid',radio/tv,1103,0,4<=X<7,4,'male single',guarantor,3,'real estate',31,none,own,2,skilled,no,no,Bad
0,20,'critical/other existing credit','new car',926,0,Unknown,0,'female div/dep/mar',none,2,'life insurance',38,Other,Other,1,'unemp/unskilled non res',no,no,Good
0,18,'critical/other existing credit',radio/tv,3234,0,Unknown,4,Unknown,none,2,car,24,none,own,2,Other,none,yes,Good
2644.05,15,'no credit history',education,1905,94.84,Unknown,4,'male single',none,0,car,40,none,rent,1,'high qualif/self emp/mgmt',no,Unknown,Good
0,12,'existing paid',furniture/equipment,1123,0,1<=X<4,0,'female div/dep/mar',none,4,car,29,none,rent,1,'unskilled resident',none,yes,Good
0,48,'critical/other existing credit','used car',6331,0,>=7,4,'male single',none,4,'no known property',46,none,'for free',2,skilled,yes,no,Good
2392.34,24,'existing paid',radio/tv,1377,287.97,>=7,4,'female div/dep/mar',none,2,'no known property',47,none,'for free',1,skilled,yes,yes,Good
124.56,30,'delayed previously',business,2503,429.73,>=7,4,'male single',none,2,'life insurance',41,stores,own,2,skilled,none,no,Bad
175.12,27,'existing paid',business,2528,96.82,<1,4,'female div/dep/mar',none,1,'life insurance',32,Other,own,1,skilled,yes,Unknown,Bad
0,15,'existing paid','new car',5324,0,>=7,1,'female div/dep/mar',none,4,Other,31,none,'for free',1,skilled,none,yes,Good
43.03,48,'existing paid','new car',3234,254.32,4<=X<7,0,'male single',none,2,'life insurance',24,none,own,1,skilled,none,yes,Bad
187.67,20,'no credits/all paid',Unknown,2969,9.09,<1,4,'female div/dep/mar',none,3,'life insurance',25,none,rent,2,skilled,none,no,Good
59.61,9,'existing paid',radio/tv,1206,22.92,>=7,4,'female div/dep/mar',none,4,'real estate',25,none,own,1,skilled,none,yes,Bad
0,20,'existing paid',radio/tv,2118,0,1<=X<4,2,'male single',none,2,'real estate',37,Other,Other,1,'unskilled resident',none,no,Good
0,18,'critical/other existing credit',radio/tv,629,0,>=7,4,'male single',none,3,'life insurance',31,bank,own,2,'high qualif/self emp/mgmt',yes,no,Good
0,6,'all paid',education,1198,0,>=7,4,'female div/dep/mar',none,4,'no known property',35,none,'for free',1,skilled,none,yes,Bad
0,21,'existing paid','used car',2476,0,>=7,4,'male single',none,4,'real estate',46,none,own,1,'high qualif/self emp/mgmt',yes,no,Bad
-7949.53,9,'critical/other existing credit',Unknown,1138,65.06,Unknown,4,'male single',none,4,'real estate',25,none,own,2,'unskilled resident',no,no,Good
189.81,60,'existing paid','new car',14027,1.59,4<=X<7,4,'male single',none,2,'no known property',27,none,own,1,'high qualif/self emp/mgmt',no,yes,Good
0,30,'critical/other existing credit','used car',7596,0,>=7,1,'male single',none,4,car,63,none,own,0,skilled,none,no,Bad
0,30,'critical/other existing credit',radio/tv,3077,0,>=7,3,'male single',Unknown,2,car,40,none,Other,2,skilled,yes,no,Good
0,18,'existing paid',radio/tv,1505,0,1<=X<4,4,Unknown,Unknown,2,Other,32,none,'for free',1,'high qualif/self emp/mgmt',yes,no,Good
8048.88,24,'critical/other existing credit',radio/tv,3148,0,1<=X<4,0,'male single',none,2,Other,31,none,own,2,skilled,yes,no,Bad
163.16,20,'no credits/all paid','used car',6148,364.78,>=7,0,'male mar/wid',none,0,car,31,bank,own,2,skilled,no,yes,Bad
7880.65,9,'no credits/all paid',radio/tv,1337,66.11,Unknown,4,'male single',none,2,car,34,none,Other,2,'high qualif/self emp/mgmt',yes,no,Bad
0,6,'all paid',Unknown,433,0,<1,0,'female div/dep/mar',none,2,'life insurance',24,bank,rent,1,skilled,none,no,Bad
-7075.13,12,'no credit history','new car',1228,10.4,Unknown,0,'female div/dep/mar',none,2,Other,24,none,own,1,Other,none,Unknown,Good
106.93,20,'existing paid',radio/tv,790,893.64,1<=X<4,4,'female div/dep/mar',none,3,'real estate',66,none,own,1,'unskilled resident',none,no,Good
0,27,'existing paid','new car',2570,0,Unknown,3,'female div/dep/mar',none,3,'real estate',21,none,Other,1,skilled,no,no,Bad
0,6,'no credit history','new car',250,0,1<=X<4,0,'female div/dep/mar',none,2,'real estate',31,bank,own,2,'unskilled resident',none,Unknown,Good
0,15,'critical/other existing credit',radio/tv,1316,0,1<=X<4,2,'male mar/wid',none,2,'life insurance',47,none,own,2,'unskilled resident',none,yes,Good
-1726.33,18,'existing paid',radio/tv,1882,39.45,1<=X<4,4,'female div/dep/mar',none,0,car,25,bank,rent,0,skilled,none,yes,Bad
71.62,48,'all paid',business,6416,99.84,>=7,0,'female div/dep/mar',none,3,'no known property',31,none,rent,0,skilled,none,yes,Good
3063.5,24,'critical/other existing credit',Unknown,1275,3355.15,Unknown,2,'male div/sep',none,4,'real estate',36,none,own,2,skilled,yes,no,Good
47.73,24,'delayed previously',radio/tv,6403,0,<1,1,'male single',none,2,car,33,none,own,1,skilled,none,yes,Good
-1458.47,20,'no credit history',radio/tv,1987,47.43,1<=X<4,2,'male single',none,4,'real estate',31,none,rent,1,'unskilled resident',none,yes,Bad
33.27,8,'existing paid',radio/tv,3234,43.74,4<=X<7,4,'female div/dep/mar',guarantor,2,'real estate',44,none,own,1,'unskilled resident',none,yes,Good
0,20,'existing paid','used car',3234,0,1<=X<4,2,Unknown,none,4,car,28,none,Other,1,skilled,yes,no,Bad
0,4,'critical/other existing credit','new car',3380,0,4<=X<7,1,'female div/dep/mar',none,1,'real estate',37,none,own,1,Other,none,yes,Good
71,36,'all paid','domestic appliance',3990,0,<1,0,'female div/dep/mar',Unknown,2,'no known property',29,Other,own,1,'unemp/unskilled non res',none,yes,Bad
37.8,24,'existing paid','used car',11560,91.89,1<=X<4,1,'female div/dep/mar',none,4,car,23,none,Other,2,'high qualif/self emp/mgmt',none,yes,Good
-4024.01,18,'existing paid','new car',4380,411.17,Unknown,3,'male single',none,4,car,35,none,Other,1,Other,yes,Unknown,Bad
0,6,'critical/other existing credit','new car',3234,0,4<=X<7,1,'male single',Unknown,3,'no known property',31,none,own,2,'high qualif/self emp/mgmt',yes,no,Good
126.63,30,'no credits/all paid',business,4280,374.88,1<=X<4,4,'female div/dep/mar',none,0,car,26,none,rent,2,'unskilled resident',no,no,Good
-210.65,24,'all paid','new car',2325,355.29,4<=X<7,2,'male single',none,3,Other,32,bank,own,1,skilled,no,no,Good
138.02,10,'all paid',radio/tv,3234,60.77,1<=X<4,4,'male single',none,4,Other,23,stores,Other,1,'unskilled resident',no,yes,Good
0,21,'existing paid',radio/tv,3160,0,>=7,4,'male single',none,3,'life insurance',41,none,own,1,skilled,yes,no,Bad
-5175.66,24,'all paid',furniture/equipment,2483,899.82,1<=X<4,0,'male single',none,4,'real estate',22,stores,own,1,skilled,yes,no,Bad
-9114.34,39,'critical/other existing credit',furniture/equipment,14179,0,4<=X<7,0,'male single',none,4,'life insurance',30,Other,own,2,'high qualif/self emp/mgmt',yes,yes,Bad
-1569.65,20,'critical/other existing credit',business,1797,51.04,<1,3,'male single',none,1,'life insurance',28,bank,own,2,'unskilled resident',none,no,Good
-206,15,'existing paid','new car',2511,0,unemployed,1,'female div/dep/mar',none,4,car,23,none,Other,1,skilled,none,yes,Good
-1128.82,20,'existing paid','new car',1274,31.64,<1,3,'female div/dep/mar',none,1,'real estate',37,none,own,1,'unskilled resident',none,yes,Good
0,20,'existing paid','used car',5248,0,1<=X<4,1,'male single',none,0,car,26,none,own,1,skilled,none,yes,Good
0,15,'existing paid','used car',3029,0,Unknown,2,'male single',none,2,car,33,none,own,1,skilled,none,yes,Good
-1907.79,6,'existing paid',furniture/equipment,3234,0,>=7,2,'female div/dep/mar',none,1,'life insurance',49,Other,Other,1,skilled,yes,yes,Bad
-4959.02,18,'existing paid','new car',976,41.22,<1,1,'female div/dep/mar',none,2,car,23,none,own,1,'unskilled resident',none,no,Good
169.84,12,'existing paid',business,841,406.75,4<=X<7,0,'female div/dep/mar',none,4,'real estate',23,none,rent,1,'unskilled resident',none,yes,Good
0,30,'critical/other existing credit',radio/tv,5771,0,4<=X<7,4,'female div/dep/mar',none,2,car,25,none,Other,2,Other,none,yes,Bad
0,20,'delayed previously',repairs,1555,0,>=7,4,'male single',none,4,'no known property',55,none,'for free',2,skilled,none,Unknown,Good
-7700.17,24,'existing paid',Unknown,1285,0,4<=X<7,4,'female div/dep/mar',none,4,Other,32,none,rent,1,Other,none,yes,Good
9099.65,6,'critical/other existing credit','new car',1299,98.73,1<=X<4,1,'male single',none,1,'real estate',31,none,Other,3,'unemp/unskilled non res',none,yes,Good
9437.28,15,'critical/other existing credit',radio/tv,1271,0,1<=X<4,3,'male single',none,0,'no known property',39,none,'for free',2,skilled,yes,yes,Bad
0,24,'existing paid','new car',1393,0,1<=X<4,0,'male single',guarantor,2,'real estate',31,none,Other,1,skilled,yes,no,Good
-114.67,12,'critical/other existing credit','new car',691,15.15,>=7,4,'male single',none,3,'life insurance',35,none,Other,2,skilled,none,no,Bad
0,15,'critical/other existing credit','new car',3234,0,>=7,1,Unknown,Unknown,4,car,59,none,own,1,skilled,yes,yes,Bad
-4560.48,18,'critical/other existing credit',furniture/equipment,2124,34.4,1<=X<4,4,'female div/dep/mar',none,4,'real estate',24,none,rent,2,skilled,none,yes,Good
